100 8910
10 39 3
10 25 1
10 59 8
10 23 8
10 51 3
10 84 4
10 46 5
10 53 3
10 21 1
10 32 1
10 12 4
10 49 7
10 74 4
10 38 6
10 50 4
10 78 4
10 34 7
10 97 9
10 5 7
11 30 10
11 83 2
11 57 8
11 31 9
11 8 4
11 56 10
11 79 8
11 22 8
11 82 6
11 12 5
11 95 8
11 69 5
11 99 5
11 51 6
11 52 7
11 2 8
11 42 3
11 92 9
11 98 10
11 41 2
11 40 10
11 75 1
11 6 6
11 34 1
11 10 3
11 59 4
11 20 9
11 61 9
11 53 9
11 46 1
11 60 5
11 94 7
11 39 1
11 26 3
11 89 6
11 72 8
11 81 8
11 18 6
11 70 2
11 86 1
11 0 2
11 91 1
11 21 6
11 29 7
11 28 7
11 90 3
11 50 6
11 33 7
11 19 3
11 48 1
11 65 2
11 38 3
11 76 1
11 43 4
11 4 3
11 27 8
11 84 8
11 47 1
11 73 1
11 78 9
11 17 4
11 49 2
11 93 8
11 32 7
11 1 6
11 63 7
11 64 8
11 55 9
11 3 9
11 71 8
11 68 9
11 37 6
11 23 10
11 88 5
11 58 10
11 15 7
11 87 4
11 35 6
11 97 3
11 66 6
11 25 10
11 7 10
11 45 1
11 67 9
11 77 5
11 54 5
11 62 6
11 85 7
11 5 6
11 13 3
12 56 2
12 7 2
12 57 1
12 28 3
12 62 9
12 11 2
12 59 1
12 89 8
12 73 1
12 96 8
12 94 6
12 20 9
12 58 6
12 67 10
12 17 2
12 39 8
12 33 2
12 60 9
12 1 10
12 74 4
12 41 4
12 44 7
12 61 5
12 83 10
12 63 9
12 84 6
12 35 5
12 75 9
12 48 2
12 97 4
12 6 10
12 55 4
12 22 6
12 91 4
12 72 4
12 30 4
12 80 7
12 46 4
12 70 1
12 77 7
12 49 6
12 98 6
12 93 1
12 15 2
12 42 6
12 14 7
12 26 6
12 45 7
12 99 2
12 25 7
12 9 4
12 65 4
12 95 7
12 47 3
12 76 4
12 79 10
12 10 3
12 32 10
12 52 2
12 24 10
12 66 1
12 36 6
12 37 7
12 71 8
12 81 1
12 27 5
12 64 5
12 0 5
12 69 4
12 19 5
12 18 10
12 92 5
12 5 7
12 23 2
12 88 10
12 2 4
12 3 7
12 53 7
12 86 5
12 43 9
12 87 7
12 51 3
12 8 10
12 34 8
12 29 1
12 82 6
12 16 5
12 54 3
12 78 1
13 68 2
13 11 10
13 92 9
13 25 4
13 27 6
13 65 9
13 89 8
13 43 3
13 52 4
13 42 10
13 61 7
13 0 10
13 4 9
13 95 6
13 37 3
13 67 9
13 33 4
13 19 8
13 3 9
13 71 4
13 88 10
13 98 10
13 22 7
13 59 3
13 62 3
13 48 5
13 12 9
13 93 9
13 7 5
13 24 8
13 9 6
13 44 7
13 31 10
13 60 10
13 85 8
13 29 7
13 51 8
13 26 10
13 53 4
13 46 4
13 16 4
13 32 1
13 77 9
13 17 10
13 99 3
13 45 3
13 5 1
13 14 6
13 82 6
13 90 9
13 47 5
13 81 2
13 75 2
13 63 6
13 97 8
13 57 6
13 58 5
13 23 7
13 80 5
13 49 9
13 50 5
13 18 3
13 91 1
13 39 5
13 40 5
13 36 6
13 55 2
13 79 6
13 70 4
13 66 7
13 73 4
13 78 2
13 41 4
13 69 7
13 74 5
13 2 10
13 1 1
13 64 4
13 30 5
13 38 2
13 84 1
13 6 7
13 54 4
13 8 9
13 21 3
13 34 1
13 35 5
13 86 2
13 20 4
13 94 8
13 56 6
14 82 2
14 65 4
14 43 3
14 68 7
14 17 6
14 0 9
14 25 5
14 24 3
14 83 8
14 6 4
14 70 8
14 89 5
14 39 8
14 91 8
14 23 4
14 26 6
14 50 8
14 33 5
14 27 4
14 64 6
14 37 7
14 30 10
14 2 6
14 66 10
14 11 10
14 94 3
14 58 10
14 4 5
14 76 9
14 20 8
14 96 4
14 95 2
14 53 4
14 86 3
14 41 10
14 62 3
14 8 6
14 77 7
14 92 10
14 85 6
14 9 3
14 55 2
14 13 10
14 59 5
14 99 10
14 56 1
14 28 4
14 15 5
14 40 8
14 38 5
14 49 10
14 35 1
14 84 7
14 7 7
14 71 5
14 32 2
14 81 2
14 75 10
14 21 9
14 45 1
14 93 9
14 48 4
14 1 3
14 18 2
14 51 3
14 63 10
14 72 10
14 74 4
14 78 8
14 12 9
14 90 4
14 36 4
14 19 2
14 52 4
14 67 4
14 16 5
14 88 6
14 69 6
14 98 7
14 57 7
14 44 8
14 87 7
15 93 1
15 67 9
15 65 2
15 79 6
15 7 5
15 22 1
15 29 8
15 48 1
15 85 10
15 21 3
15 46 8
15 2 1
15 28 6
15 24 6
15 55 9
15 59 4
15 83 1
15 9 4
15 5 3
15 11 9
15 43 2
15 23 5
15 78 5
15 91 4
15 92 2
15 18 9
15 82 7
15 68 7
15 74 1
15 3 8
15 90 4
15 64 3
15 60 1
15 72 5
15 70 2
15 40 4
15 44 1
15 95 9
15 45 9
15 84 4
15 14 5
15 35 4
15 13 5
15 54 7
15 1 10
15 41 8
15 53 7
15 56 9
15 25 5
15 42 3
15 69 2
15 0 8
15 89 2
15 99 2
15 51 8
15 37 1
15 97 4
15 27 7
15 57 9
15 86 6
15 76 7
15 61 2
15 47 5
15 77 7
15 26 3
15 94 5
15 39 3
15 71 4
15 81 7
15 6 8
15 73 8
15 8 2
15 19 8
15 98 5
15 49 5
15 66 4
15 96 4
15 50 4
15 80 5
15 62 3
15 88 6
15 17 5
15 31 1
15 10 9
15 34 10
15 30 3
15 87 8
16 64 6
16 23 4
16 41 9
16 49 1
16 25 1
16 61 4
16 27 8
16 98 8
16 80 9
16 53 6
16 40 6
16 30 1
16 22 7
16 90 5
16 85 7
16 39 3
16 34 9
16 52 2
16 43 2
16 66 4
16 12 2
16 0 5
16 87 5
16 42 4
16 95 6
16 91 9
16 5 10
16 89 3
16 92 6
16 72 5
16 15 9
16 63 8
16 83 4
16 44 10
16 75 5
16 57 5
16 88 1
16 69 5
16 32 1
16 79 7
16 76 8
16 86 2
16 36 8
16 97 9
16 56 10
16 19 7
16 18 2
16 47 4
16 9 3
16 60 7
16 59 8
16 7 4
16 37 7
16 38 7
16 45 4
16 74 7
16 20 1
16 4 8
16 77 7
16 51 3
16 54 7
16 96 5
16 82 5
16 14 8
16 17 9
16 6 9
16 10 7
16 78 5
16 33 3
16 58 7
16 35 7
16 28 7
16 84 2
16 62 2
16 1 9
16 8 5
16 99 8
16 11 5
16 71 6
16 46 7
16 13 9
16 24 10
16 48 6
16 50 1
16 94 7
16 26 3
17 22 1
17 69 8
17 64 5
17 46 6
17 52 8
17 21 9
17 75 4
17 99 10
17 6 8
17 71 3
17 24 9
17 85 2
17 87 9
17 93 3
17 68 8
17 98 3
17 12 6
17 43 8
17 90 6
17 91 10
17 95 5
17 48 9
17 51 7
17 0 6
17 72 10
17 67 2
17 94 2
17 25 9
17 58 9
17 19 2
17 97 9
17 76 2
17 78 9
17 57 7
17 70 6
17 80 9
17 55 3
17 34 8
17 26 1
17 16 1
17 33 7
17 42 4
17 77 4
17 35 10
17 18 9
17 20 7
17 44 5
17 5 1
17 31 10
17 4 7
17 79 10
17 74 1
17 45 8
17 88 7
17 1 5
17 89 9
17 63 8
17 7 3
17 86 5
17 8 1
17 9 9
17 49 1
17 13 6
17 36 6
17 47 6
17 27 1
17 61 9
17 40 7
17 38 5
17 65 5
17 30 9
17 83 3
17 81 10
17 73 7
17 32 1
17 92 8
17 10 2
17 23 9
17 84 8
17 2 2
17 28 6
17 11 10
17 66 1
17 60 9
17 3 8
17 82 7
17 29 1
17 59 5
17 62 7
17 96 8
17 14 10
18 8 3
18 23 2
18 57 9
18 90 2
18 24 6
18 64 7
18 43 4
18 68 5
18 27 10
18 54 3
18 92 6
18 75 10
18 47 5
18 0 6
18 53 5
18 42 2
18 85 1
18 94 4
18 62 5
18 12 7
18 98 1
18 97 5
18 69 6
18 1 7
18 91 5
18 13 6
18 14 9
18 93 5
18 58 7
18 84 9
18 35 7
18 2 5
18 55 3
18 44 9
18 63 10
18 32 5
18 11 9
18 28 9
18 76 5
18 88 6
18 99 1
18 56 2
18 39 3
18 4 7
18 49 1
18 74 3
18 30 2
18 33 8
18 15 3
18 20 2
18 73 8
18 77 5
18 50 4
18 66 4
18 96 2
18 61 8
18 16 7
18 87 5
18 19 7
18 36 8
18 7 2
18 45 6
18 51 8
18 67 9
18 82 7
18 34 2
18 6 2
18 31 10
18 71 2
18 26 9
18 95 7
18 80 9
18 22 7
18 81 5
18 10 2
18 70 4
18 52 8
18 83 8
18 5 7
18 41 8
18 21 5
18 9 6
18 89 5
18 86 5
18 38 4
18 3 8
18 40 8
19 29 6
19 23 2
19 92 1
19 97 4
19 67 7
19 34 6
19 78 3
19 64 5
19 83 8
19 93 4
19 91 5
19 35 4
19 11 3
19 98 8
19 18 2
19 33 3
19 77 6
19 71 3
19 26 2
19 85 9
19 21 2
19 37 6
19 17 1
19 84 10
19 45 7
19 76 5
19 1 1
19 90 3
19 61 4
19 15 9
19 55 6
19 41 2
19 66 5
19 0 2
19 42 4
19 50 1
19 72 7
19 31 8
19 30 5
19 56 7
19 40 2
19 58 1
19 47 1
19 25 3
19 81 6
19 4 3
19 54 8
19 96 4
19 63 1
19 68 5
19 20 7
19 24 9
19 38 9
19 3 1
19 44 5
19 73 2
19 14 5
19 2 4
19 12 8
19 32 9
19 8 10
19 59 7
19 74 5
19 13 5
19 49 2
19 80 10
19 75 7
19 89 2
19 95 2
19 46 5
19 52 6
19 27 7
19 60 7
19 99 3
19 65 1
19 70 7
19 10 3
19 43 8
19 51 4
19 7 6
19 69 9
20 68 7
20 31 2
20 46 7
20 90 3
20 81 4
20 59 7
20 10 10
20 62 10
20 0 6
20 77 5
20 75 6
20 25 5
20 63 3
20 66 2
20 38 8
20 79 1
20 50 10
20 24 2
20 65 2
20 44 4
20 94 3
20 2 9
20 49 7
20 16 6
20 74 8
20 91 1
20 41 2
20 97 7
20 76 1
20 40 9
20 35 6
20 8 3
20 78 3
20 82 4
20 84 5
20 73 7
20 28 3
20 54 8
20 67 3
20 58 3
20 96 3
20 98 8
20 27 5
20 42 6
20 45 6
20 80 4
20 9 6
20 88 7
20 87 1
20 3 5
20 71 4
20 57 10
20 95 9
20 86 1
20 14 3
20 21 5
20 55 9
20 52 5
20 48 3
20 70 4
20 15 6
20 93 9
20 61 5
20 83 3
20 89 2
20 6 3
20 32 6
20 23 9
20 85 1
20 5 3
20 30 6
20 56 5
20 60 3
20 18 9
20 64 4
20 47 8
20 29 5
20 92 9
20 13 9
20 51 7
20 43 2
20 39 10
20 26 3
20 99 1
20 72 6
21 32 8
21 48 9
21 5 5
21 2 5
21 33 6
21 40 10
21 65 5
21 44 8
21 1 3
21 18 7
21 51 1
21 14 1
21 3 2
21 26 10
21 22 10
21 78 9
21 81 9
21 12 2
21 95 2
21 90 4
21 92 9
21 63 6
21 74 10
21 72 4
21 87 4
21 60 5
21 0 6
21 53 3
21 58 7
21 84 10
21 9 10
21 79 10
21 49 7
21 45 6
21 86 1
21 75 2
21 15 6
21 55 4
21 66 3
21 34 8
21 57 7
21 41 3
21 43 1
21 27 7
21 83 7
21 93 6
21 39 6
21 82 3
21 70 9
21 96 9
21 19 3
21 25 9
21 68 1
21 6 4
21 61 4
21 89 3
21 36 10
21 99 3
21 52 9
21 16 2
21 13 5
21 4 6
21 42 9
21 50 5
21 54 6
21 11 1
21 23 4
21 88 7
21 37 2
21 62 4
21 85 7
21 69 3
21 91 5
21 30 10
21 20 10
21 35 7
21 97 4
21 94 7
21 56 3
21 29 8
21 46 2
21 24 7
21 10 5
21 59 3
21 80 3
21 71 5
21 98 6
21 77 1
21 38 5
22 36 8
22 32 10
22 81 7
22 17 4
22 18 5
22 14 9
22 40 7
22 21 8
22 53 6
22 79 6
22 80 3
22 41 1
22 20 3
22 77 9
22 68 9
22 5 4
22 44 6
22 34 2
22 99 5
22 2 9
22 66 2
22 88 4
22 69 7
22 8 6
22 82 2
22 0 6
22 35 8
22 13 10
22 89 10
22 78 6
22 24 4
22 85 4
22 37 10
22 59 9
22 84 3
22 74 4
22 65 7
22 75 2
22 86 6
22 23 8
22 50 4
22 10 9
22 92 4
22 95 3
22 42 8
22 58 7
22 52 2
22 26 9
22 96 4
22 15 9
22 91 7
22 98 2
22 70 10
22 39 7
22 27 5
22 4 3
22 31 2
22 49 1
22 73 4
22 90 4
22 25 7
22 71 9
22 9 7
22 47 7
22 11 10
22 6 7
22 63 4
22 87 9
22 48 3
22 16 4
22 61 2
22 30 6
22 19 9
22 64 8
22 83 6
22 54 2
22 93 5
22 3 6
22 60 2
22 57 1
22 29 4
22 62 1
22 45 9
22 46 1
22 7 3
22 1 5
22 94 3
22 97 6
22 56 4
22 28 4
22 12 6
22 38 6
22 55 4
23 61 5
23 50 2
23 36 4
23 24 6
23 76 2
23 97 1
23 99 1
23 53 10
23 95 6
23 12 3
23 17 7
23 35 4
23 38 8
23 64 6
23 56 3
23 6 6
23 7 5
23 83 7
23 52 7
23 43 4
23 85 6
23 75 1
23 88 7
23 78 10
23 21 4
23 14 7
23 57 7
23 10 4
23 5 1
23 63 4
23 90 6
23 11 8
23 65 8
23 68 1
23 84 6
23 48 2
23 0 9
23 15 1
23 94 3
23 89 6
23 4 8
23 79 7
23 92 7
23 86 2
23 70 3
23 93 10
23 34 3
23 27 8
23 1 3
23 67 10
23 44 8
23 87 2
23 28 6
23 59 5
23 96 9
23 31 3
23 80 10
23 30 5
23 16 7
23 18 8
23 51 5
23 22 1
23 45 6
23 91 4
23 71 8
23 3 1
23 42 2
23 32 7
23 49 6
23 77 5
23 55 8
23 47 6
23 29 2
23 41 8
23 73 1
23 54 10
23 13 5
23 37 6
23 20 10
23 69 10
23 66 6
23 8 7
23 25 5
23 26 1
23 40 6
24 88 5
24 65 2
24 46 2
24 25 6
24 83 2
24 34 3
24 37 10
24 63 6
24 12 5
24 31 10
24 49 8
24 94 10
24 16 4
24 72 3
24 93 8
24 97 4
24 67 4
24 32 5
24 1 1
24 79 9
24 4 7
24 58 2
24 28 7
24 85 6
24 29 8
24 98 7
24 8 6
24 44 8
24 41 7
24 19 2
24 26 10
24 73 3
24 38 4
24 2 4
24 17 2
24 60 4
24 20 1
24 57 6
24 48 8
24 91 3
24 89 3
24 96 1
24 22 7
24 51 10
24 30 4
24 3 3
24 99 5
24 82 4
24 69 6
24 74 8
24 70 6
24 87 7
24 11 5
24 71 9
24 43 9
24 10 9
24 55 7
24 9 8
24 52 5
24 45 6
24 35 6
24 75 5
24 62 2
24 80 8
24 76 4
24 77 2
24 33 2
24 90 2
24 92 7
24 84 10
24 14 7
24 18 1
24 36 2
24 21 7
24 40 6
24 95 8
24 15 3
24 54 4
24 50 2
24 27 4
24 56 8
24 81 4
24 59 5
24 23 1
24 39 5
24 47 6
24 53 3
25 77 9
25 55 3
25 54 4
25 60 9
25 82 6
25 6 8
25 86 10
25 44 5
25 94 5
25 61 7
25 19 8
25 59 2
25 72 1
25 80 9
25 2 10
25 22 7
25 0 5
25 33 8
25 36 7
25 13 9
25 56 9
25 64 3
25 15 7
25 91 8
25 84 3
25 73 5
25 21 10
25 93 6
25 76 4
25 96 3
25 71 4
25 23 3
25 90 10
25 20 9
25 70 2
25 45 3
25 9 6
25 74 1
25 43 5
25 1 6
25 75 10
25 68 7
25 27 4
25 98 3
25 95 1
25 41 2
25 66 4
25 88 2
25 8 1
25 51 10
25 48 5
25 92 4
25 52 9
25 62 4
25 34 5
25 63 6
25 49 10
25 38 1
25 31 7
25 35 7
25 30 1
25 32 3
25 81 10
25 10 7
25 37 10
25 7 4
25 24 1
25 85 3
25 83 7
25 58 1
25 17 2
25 40 10
25 69 3
25 39 6
25 14 7
25 3 4
25 29 4
25 47 4
25 28 2
25 65 3
25 89 9
25 53 10
25 16 10
25 79 10
25 4 6
25 5 8
25 42 5
25 18 6
25 11 2
25 57 10
25 50 4
25 87 1
26 17 7
26 9 2
26 14 6
26 10 8
26 52 4
26 83 10
26 75 1
26 96 5
26 53 3
26 40 3
26 36 9
26 8 5
26 99 7
26 25 4
26 84 1
26 5 7
26 64 8
26 38 3
26 29 10
26 7 9
26 97 10
26 11 1
26 47 3
26 85 10
26 3 5
26 62 10
26 4 7
26 35 8
26 6 9
26 54 2
26 72 7
26 51 10
26 87 4
26 89 4
26 39 3
26 27 3
26 92 3
26 16 2
26 1 1
26 30 2
26 46 6
26 88 9
26 90 1
26 95 1
26 94 10
