30 783
27 25 10
27 21 2
27 19 7
27 18 8
27 14 4
27 0 2
27 2 8
27 12 7
27 29 5
27 5 7
27 3 9
27 6 5
27 9 5
27 20 8
27 1 10
27 7 9
27 22 3
27 13 2
27 16 7
27 8 6
28 23 10
28 29 7
28 12 3
28 27 5
28 20 8
28 8 8
28 22 7
28 1 8
28 21 10
28 26 1
28 4 9
28 25 3
28 17 6
28 0 5
28 19 7
28 3 7
28 24 8
28 2 5
28 5 8
28 7 2
28 10 10
28 14 8
28 16 2
28 13 9
28 9 1
28 11 4
28 15 9
29 4 7
29 5 9
29 21 10
29 2 9
29 10 8
29 14 8
29 22 8
29 3 1
29 1 1
29 8 7
29 7 3
29 17 4
29 19 7
29 23 2
29 9 3
29 25 8
29 27 9
29 11 4
29 26 3
29 6 2
29 20 7
29 28 5
29 0 7
29 24 2
29 16 4
